respondent_id,bumo,region,gender,age_band,income_band,household_size,wash_freq_per_day,skin_type,benefits_sought,is_aware,awareness_channel,is_trialist,familiarity,is_repeater,trial_barriers,trial_drivers,concept_relevance,concept_purchase_intent,value_perception,price_index_vs_others,benefit_perception_pre,rating_suitable_for_daily_use,rating_rinses_off_cleanly,rating_controls_oil_throughout_the_,rating_deep_cleansing_feel,rating_refreshing_feel_during_wash,rating_gentle__non-irritating_on_s,rating_easy_to_lather,rating_attractive_packaging,rating_pleasant_scent,rating_leaves_skin_feeling_soft,rating_skin_looks_brighter_after_wa,rating_reduces_appearance_of_dark_s,rating_skin_feels_hydrated_not_tig,rating_long-lasting_matte_finish,rating_suitable_for_sensitive_skin,rating_visibly_improved_skin_textur,overall_product_rating,product_superiority,repeat_intent,recommend_intent,benefit_perception_post,suggested_improvements,purchase_channel,pack_size_bought,time_since_last_purchase,time_since_last_use
R1136,Brightening / Whitening,Luzon,Female,25–35,"PHP 18,001–25,000",4,1,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Supermarket display,True,Bought within past 3 months,False,,Liked the product texture or scent|Product addresses my skin needs,,,,,,5,5,5,5,5,5,5,3,2,5,1,4,3,5,5,1,3,Better than BUMO,Probably would buy again,Probably would recommend,Brightens skin tone|Keeps skin hydrated,Improve moisturising effect — skin feels dry after use,Supermarket,200ml,3 months ago,Less than 1 week
R1137,Brightening / Whitening,Luzon,Female,46–59,"PHP 10,001–18,000",4,2,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Prevents breakouts,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would not,Fairly good value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1138,Brightening / Whitening,Visayas,Female,18–24,"PHP 25,001–40,000",3,1,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1139,Brightening / Whitening,Mindanao,Female,25–35,"PHP 25,001–40,000",2,2,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1140,Brightening / Whitening,Luzon,Female,36–45,"PHP 10,001–18,000",3,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real|Not recommended by friends / family,,Very relevant,Definitely would not,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1141,Brightening / Whitening,Visayas,Male,18–24,"PHP 25,001–40,000",2,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1142,Brightening / Whitening,Visayas,Female,18–24,"PHP 25,001–40,000",2,1,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1143,Brightening / Whitening,Visayas,Female,25–35,"PHP 10,001–18,000",4,2,Combination,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1144,Brightening / Whitening,Luzon,Female,36–45,"PHP 25,001–40,000",5,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Average value,About the same,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1145,Brightening / Whitening,Visayas,Female,18–24,"PHP 10,001–18,000",2,2,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Not recommended by friends / family,,Somewhat relevant,Probably would not,Fairly good value,A lot higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1146,Brightening / Whitening,Luzon,Female,36–45,"PHP 25,001–40,000",5,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Smells pleasant,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1147,Brightening / Whitening,Luzon,Female,18–24,"PHP 40,001–60,000",4,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real|Not recommended by friends / family,,Very relevant,Might or might not,Very good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1148,Brightening / Whitening,Visayas,Male,36–45,"PHP 10,001–18,000",4,2,Dry,Brightens / evens skin tone|Gentle / non-irritating|Deep cleansing,True,TikTok,True,Regular buyer,True,,Liked price for perceived benefit|Attractive packaging,,,,,,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,Better than BUMO,Definitely would buy again,Probably would recommend,Brightens skin tone|Keeps skin hydrated,Offer more promotions / discounts,E-commerce,100ml,1 month ago,Less than 1 week
R1149,Brightening / Whitening,Luzon,Male,36–45,"PHP 10,001–18,000",2,3,Dry,Brightens / evens skin tone|Keeps skin hydrated,True,Family / Friends,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat irrelevant,Probably would buy,Very good value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1150,Brightening / Whitening,Luzon,Female,46–59,"PHP 18,001–25,000",4,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Not convinced the brightening claim is real|Difficult to find in store,,Somewhat relevant,Might or might not,Average value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1151,Brightening / Whitening,Mindanao,Male,25–35,"PHP 60,001–100,000",3,2,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TikTok,False,"Seen/heard, don't want to buy",False,Price too high for perceived benefit,,Somewhat relevant,Probably would buy,Average value,A little lower,Controls oil / prevents breakouts|Reduces dark spots,,,,,,,,,,,,,,,,,,,,,,,,,,
R1152,Brightening / Whitening,Luzon,Female,18–24,"PHP 18,001–25,000",3,3,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Very relevant,Probably would not,Very good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1153,Brightening / Whitening,Mindanao,Female,46–59,"PHP 25,001–40,000",5,1,Combination,Brightens / evens skin tone|Controls excess oil|Gentle / non-irritating,True,Drugstore display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Probably would buy,Fairly good value,About the same,Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1154,Brightening / Whitening,Luzon,Female,18–24,"PHP 60,001–100,000",6,3,Sensitive,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Packaging not appealing,,Very relevant,Probably would not,Somewhat poor value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1155,Brightening / Whitening,Luzon,Male,25–35,"PHP 100,001+",3,2,Sensitive,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1156,Brightening / Whitening,Visayas,Female,46–59,"PHP 25,001–40,000",5,2,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Prevents breakouts,True,Drugstore display,False,"Seen/heard, considering but haven't bought",False,Did not like / relate to TV ad|Did not like / relate to TikTok content,,Not sure,Probably would buy,Average value,A lot lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1157,Brightening / Whitening,Mindanao,Female,18–24,"PHP 100,001+",6,3,Dry,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Prevents breakouts,True,Family / Friends,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not recommended by friends / family,,Not sure,Might or might not,Very good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1158,Brightening / Whitening,Mindanao,Female,25–35,"PHP 60,001–100,000",5,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TikTok,False,"Seen/heard, considering but haven't bought",False,Not convinced the brightening claim is real|Not recommended by friends / family,,Somewhat relevant,Probably would buy,Fairly good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1159,Anti-aging / Moisture,Mindanao,Male,25–35,"PHP 25,001–40,000",6,1,Combination,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Did not like / relate to TV ad|Packaging not appealing,,Somewhat relevant,Definitely would buy,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1160,Anti-aging / Moisture,Visayas,Female,46–59,"PHP 25,001–40,000",4,1,Oily,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1161,Anti-aging / Moisture,Visayas,Female,36–45,"PHP 10,001–18,000",5,1,Oily,Brightens / evens skin tone|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Not sure,Might or might not,Average value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1162,Anti-aging / Moisture,Mindanao,Female,25–35,"PHP 25,001–40,000",4,2,Dry,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1163,Anti-aging / Moisture,Visayas,Male,36–45,"PHP 18,001–25,000",5,3,Combination,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,True,Drugstore display,False,"Seen/heard, don't want to buy",False,Not recommended by friends / family|Difficult to find in store,,Somewhat irrelevant,Probably would not,Very good value,A lot higher,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1164,Anti-aging / Moisture,Luzon,Female,36–45,"PHP 18,001–25,000",3,3,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1165,Anti-aging / Moisture,Mindanao,Female,25–35,"PHP 25,001–40,000",3,2,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Gentle / non-irritating,True,Facebook,False,"Seen/heard, don't want to buy",False,Price too high for perceived benefit,,Somewhat relevant,Might or might not,Very good value,A little lower,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1166,Anti-aging / Moisture,Mindanao,Male,25–35,"PHP 10,001–18,000",3,2,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Gentle / non-irritating,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would buy,Somewhat poor value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1167,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 40,001–60,000",5,2,Normal,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat irrelevant,Probably would buy,Average value,A little higher,Controls oil / prevents breakouts|Reduces dark spots,,,,,,,,,,,,,,,,,,,,,,,,,,
R1168,Anti-aging / Moisture,Luzon,Male,25–35,"PHP 40,001–60,000",6,3,Oily,Brightens / evens skin tone|Keeps skin hydrated|Prevents breakouts,True,TikTok,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Average value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1169,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 25,001–40,000",5,1,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Probably would not,Somewhat poor value,A little higher,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1170,Anti-aging / Moisture,Visayas,Female,46–59,"PHP 40,001–60,000",5,3,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1171,Anti-aging / Moisture,Luzon,Male,25–35,"PHP 10,001–18,000",5,2,Combination,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1172,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 18,001–25,000",5,2,Oily,Anti-aging / firming|Smells pleasant,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1173,Anti-aging / Moisture,Luzon,Female,25–35,"PHP 60,001–100,000",4,2,Dry,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real|Did not like / relate to TV ad,,Somewhat irrelevant,Probably would buy,Fairly good value,A little lower,Deep cleansing|Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1174,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 18,001–25,000",3,3,Oily,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1175,Anti-aging / Moisture,Mindanao,Female,25–35,"PHP 10,001–18,000",3,2,Dry,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Difficult to find in store,,Somewhat relevant,Probably would buy,Very good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1176,Anti-aging / Moisture,Luzon,Female,36–45,"PHP 25,001–40,000",3,2,Dry,Brightens / evens skin tone|Keeps skin hydrated|Prevents breakouts,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not convinced the brightening claim is real,,Very relevant,Definitely would not,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1177,Anti-aging / Moisture,Luzon,Female,36–45,"PHP 40,001–60,000",4,1,Normal,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,True,Online shopping site,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Probably would not,Very good value,A lot lower,Deep cleansing|Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1178,Anti-aging / Moisture,Mindanao,Female,25–35,"PHP 40,001–60,000",5,1,Dry,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Very poor value,A little lower,Controls oil / prevents breakouts|Reduces dark spots,,,,,,,,,,,,,,,,,,,,,,,,,,
R1179,Anti-aging / Moisture,Luzon,Male,46–59,"PHP 60,001–100,000",3,1,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1180,Anti-aging / Moisture,Luzon,Female,18–24,"PHP 18,001–25,000",2,2,Oily,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Prevents breakouts,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1181,Anti-aging / Moisture,Visayas,Male,36–45,"PHP 25,001–40,000",5,2,Combination,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1182,Anti-aging / Moisture,Luzon,Male,18–24,"PHP 25,001–40,000",6,2,Dry,Keeps skin hydrated|Prevents breakouts|Gentle / non-irritating,True,Beauty influencer,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not recommended by friends / family|Did not like / relate to TikTok content,,Somewhat irrelevant,Probably would not,Fairly good value,A little higher,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1183,Anti-aging / Moisture,Mindanao,Female,25–35,"PHP 25,001–40,000",4,2,Dry,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,True,TikTok,False,"Seen/heard, don't want to buy",False,Price too high for perceived benefit|Did not like / relate to TikTok content,,Somewhat relevant,Probably would buy,Average value,A little lower,Brightens skin tone|Keeps skin hydrated,,,,,,,,,,,,,,,,,,,,,,,,,,
R1184,Anti-aging / Moisture,Luzon,Female,18–24,"PHP 10,001–18,000",4,3,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1185,Anti-aging / Moisture,Mindanao,Male,46–59,"PHP 60,001–100,000",2,1,Normal,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1186,Anti-aging / Moisture,Mindanao,Female,18–24,"PHP 18,001–25,000",4,3,Normal,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1187,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 18,001–25,000",4,2,Dry,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Might or might not,Fairly good value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1188,Anti-aging / Moisture,Luzon,Female,46–59,"PHP 18,001–25,000",6,2,Combination,Keeps skin hydrated|Controls excess oil|Prevents breakouts,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1189,Anti-aging / Moisture,Visayas,Female,36–45,"PHP 100,001+",6,3,Oily,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1190,Anti-aging / Moisture,Luzon,Female,18–24,"PHP 40,001–60,000",5,2,Combination,Keeps skin hydrated|Prevents breakouts,True,Beauty influencer,True,Bought within past 3 months,False,,Liked / related to TV ad,,,,,,5,3,5,4,5,3,5,5,5,5,5,4,5,5,5,5,5,Better than BUMO,Definitely would buy again,Might or might not,Brightens skin tone|Controls oil / prevents breakouts,Strengthen brightening result — visible change takes too long,E-commerce,100ml twin-pack,1–2 weeks ago,1 month ago
R1191,Anti-aging / Moisture,Luzon,Female,25–35,"PHP 18,001–25,000",5,2,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1192,Anti-aging / Moisture,Luzon,Male,25–35,"PHP 40,001–60,000",4,2,Normal,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1193,Anti-aging / Moisture,Luzon,Male,18–24,"PHP 60,001–100,000",6,2,Normal,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1194,Anti-aging / Moisture,Luzon,Female,25–35,"PHP 25,001–40,000",5,1,Combination,Keeps skin hydrated|Gentle / non-irritating|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1195,Anti-aging / Moisture,Visayas,Female,18–24,"PHP 25,001–40,000",5,1,Normal,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1196,Anti-aging / Moisture,Luzon,Female,18–24,"PHP 10,001–18,000",6,2,Combination,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1197,Anti-aging / Moisture,Mindanao,Male,25–35,"PHP 18,001–25,000",2,1,Oily,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Might or might not,Very good value,A little higher,Controls oil / prevents breakouts|Reduces dark spots,,,,,,,,,,,,,,,,,,,,,,,,,,
R1198,Anti-aging / Moisture,Visayas,Male,25–35,"PHP 100,001+",6,2,Sensitive,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Gentle / non-irritating,True,Facebook,False,"Seen/heard, considering but haven't bought",False,Not convinced the brightening claim is real|Did not like / relate to TV ad,,Not sure,Definitely would buy,Very good value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1199,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 25,001–40,000",3,3,Combination,Keeps skin hydrated,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would buy,Fairly good value,A lot higher,Keeps skin hydrated|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1200,Anti-aging / Moisture,Luzon,Female,36–45,"PHP 60,001–100,000",3,2,Dry,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1201,Anti-aging / Moisture,Visayas,Male,25–35,"PHP 18,001–25,000",5,2,Combination,Keeps skin hydrated|Prevents breakouts|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1202,Anti-aging / Moisture,Luzon,Male,25–35,"PHP 25,001–40,000",5,2,Combination,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Controls excess oil,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not recommended by friends / family,,Very relevant,Probably would not,Very poor value,A little lower,Gentle on skin,,,,,,,,,,,,,,,,,,,,,,,,,,
R1203,Anti-aging / Moisture,Luzon,Female,18–24,"PHP 25,001–40,000",4,2,Combination,Keeps skin hydrated|Gentle / non-irritating,True,TikTok,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Definitely would not,Average value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1204,Anti-aging / Moisture,Mindanao,Female,18–24,"PHP 40,001–60,000",5,2,Oily,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat irrelevant,Might or might not,Somewhat poor value,A little higher,Keeps skin hydrated|Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1205,Anti-aging / Moisture,Luzon,Female,36–45,"PHP 10,001–18,000",4,2,Oily,Keeps skin hydrated|Prevents breakouts|Gentle / non-irritating,True,TV ad,False,"Seen/heard, don't want to buy",False,Did not like / relate to TikTok content,,Somewhat relevant,Definitely would buy,Fairly good value,About the same,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1206,Anti-aging / Moisture,Visayas,Male,25–35,"PHP 25,001–40,000",5,2,Combination,Brightens / evens skin tone|Anti-aging / firming,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Not sure,Probably would not,Somewhat poor value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1207,Anti-aging / Moisture,Mindanao,Male,25–35,"PHP 60,001–100,000",2,2,Combination,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Prevents breakouts,True,TV ad,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Somewhat poor value,A lot higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1208,Anti-aging / Moisture,Mindanao,Female,18–24,"PHP 18,001–25,000",4,1,Oily,Keeps skin hydrated|Controls excess oil|Anti-aging / firming,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash,,Somewhat relevant,Might or might not,Very good value,A lot lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1209,Anti-aging / Moisture,Mindanao,Male,25–35,"PHP 18,001–25,000",2,2,Normal,Keeps skin hydrated|Gentle / non-irritating|Anti-aging / firming,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1210,Anti-aging / Moisture,Mindanao,Female,36–45,"PHP 60,001–100,000",3,3,Combination,Brightens / evens skin tone|Controls excess oil|Prevents breakouts,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat irrelevant,Probably would buy,Average value,About the same,Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1211,Anti-aging / Moisture,Visayas,Female,36–45,"PHP 10,001–18,000",3,2,Sensitive,Reduces dark spots & hyperpigmentation|Keeps skin hydrated|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Definitely would buy,Fairly good value,A little lower,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1212,Anti-aging / Moisture,Visayas,Male,18–24,"PHP 25,001–40,000",6,2,Combination,Brightens / evens skin tone|Keeps skin hydrated|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1213,Anti-aging / Moisture,Visayas,Female,36–45,"PHP 18,001–25,000",6,2,Combination,Brightens / evens skin tone|Keeps skin hydrated|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1214,Anti-aging / Moisture,Visayas,Female,25–35,"PHP 18,001–25,000",2,1,Oily,Brightens / evens skin tone|Keeps skin hydrated|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
